numDF	denDF	F-value	p-value
1	51528	184.60561069612098	0
1	51528	23.66286745513885	1.1511403439357082e-6
1	51528	1.0614626448525992	0.30288666233749395
1	51528	0.051210598121945616	0.8209708722055213
